Leftcontext	Match	Rightcontext	Measurecase	Kindlemma	Kindgender	Kindcase	Kindfreq	Measurelemma	Measuregender	Measurenumber	Measureclass	Measurefreq	Minus1pos	Genitives	Badness	Url	Originalsort
Denn um die Bummelei zum umgehen , ziehen die Geräte eine	Portion extra Strom	, sobald sie aus dem Standby-Strom erwachen .	Acc	Strom	Masc	?	4.7632033004	Portion	Fem	Sg	Portion	4.0785800561	Art	6	6	http://www.energiewelt.de/web/cms/de/1181896/energieberatung/energie-sparen/unterhaltungselektronik/	183
Denn das Vorheizen kostet eine	Menge teuren Strom	.	Acc	Strom	Masc	Acc	4.7632033004	Menge	Fem	Sg	Amount	5.093591167	Art	6	4	http://www.beste-stromvergleich.de/stromspar-tipps.php	186
Kurz darauf stellen sie fest , dass Erindjah geradewegs in eine	Amphore voller Wein	an Bord gefallen und entsprechend betrunken ist .	False	Wein	Masc	Nom	4.6830380279	Amphore	Fem	Sg	Vessel	2.3506356083	Art	0	5	http://www.comedix.de/lexikon/db/herzas.php	240
Für den Transport von einem Kilo Bananen aus Südamerika werden so etwa sieben Liter Kerosin verbraucht , für eine	Flasche kalifornischen Wein	etwa sechs Liter .	Acc	Wein	Masc	Acc	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	5	2	http://anje.patje.de/category/allgemein/	257
Klaus hat eine Wette und somit eine	Flasche guten Weins	an mich verloren .	Acc	Wein	Masc	Gen	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	3	2	http://www.r-scholtz.de/Madagaskar.html	261
Wir sind hier von unserer Vermieterin wieder außerordentlich nett begrüßt worden , es standen überall in den Zimmern frische Blumen , eine	Flasche eigenen Weins	wartete auf uns neben einem prall gefüllten Obstkorb und sogar 10 Eiern im Kühlschrank .	Nom	Wein	Masc	Gen	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	6	2	http://www.la-palma-turismo-rural.de/deutsch/briefe-und-bilder/g%c3%a4stebriefe.html	265
Und abends im Städtchen , da kehr ' ich durstig ein : " Herr Wirt , mein Herr Wirt , eine	Kanne blanken Wein	!	Nom	Wein	Masc	Acc	4.6830380279	Kanne	Fem	Sg	Vessel	3.3956757853	Art	7	4	http://www.siebenbuergersachsen.de/reussen/siebenbuergen/heimatlieder.htm	272
Man vergräbt eine	Flasche guten Wein	für ein Jahr in einem Ameisenhaufen .	Acc	Wein	Masc	Acc	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	4	4	http://www.lichtdernatur.de/dest/arten1.html	286
Eine	Flasche kalifornischen Wein	zu US 20 , wo kriegt man bei uns in einem netten Restaurant eine Flasche Wein zu 16 Euro ???	Nom	Wein	Masc	Acc	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	6	3	http://www.cruiseferry.de/reiseberichte/voyageroftheseas02.html	292
Es ist eine typische Griechische Kneipe von denen es kaum noch welche gibt , ich habe mir Leber mit grünen Bohnen ausgesucht und dazu eine	Gläschen roten Wein	und eine kleine Flasche Wasser .	Acc	Wein	Masc	Acc	4.6830380279	Gläschen	Neut	Sg	Vessel	3.2790734896	Art	7	4	http://waschbrettbauch.umagic.de/2009/10/26/umzug/	295
Als bescheidenen und symbolischen Dank Ăźberreiche ich ihm deswegen , der Haustradition entsprechend , eine	Flasche guten Weins	.	Acc	Wein	Masc	Gen	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	3	2	http://celleheute.de/300-jahre-olg-%e2%80%93-ausstellung-im-bomann-museum-eroffnet/	309
Wir tranken später auf einer der Stationen , auf dem Bahnsteig , eine	Flasche guten Weines	miteinander .	Acc	Wein	Masc	Gen	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	3	5	http://tosani.over-blog.de/article-pietro-eine-novelle-von-max-brod-54293750.html	310
Mit Blick auf den Ayers Rock kann das Paar nach dem Ja-Wort hier mit seinen Gästen eine	Flasche australischen Wein	genießen , die beim Honeymoon Spezial inkludiert ist .	Acc	Wein	Masc	Acc	4.6830380279	Flasche	Fem	Sg	Vessel	4.4603294318	Art	6	5	http://www.reise-report.de/heiraten-bali.html	316
Ich trage auf jeden Fall eine Lage Serum und eine	Lage dicke Creme	drunter .	Acc	Creme	Fem	Str	4.0388029007	Lage	Fem	Sg	Layer	5.1271378553	Art	7	3	http://beautyjunkies.inbeauty.de/forum/archive/index.php/t-109360.html	343
Wrexx Größtenteils produziert das TuS eine	Menge lustiger Scheiße	, auf der anderen Seite bietet es aber auch teilweise in sehr kurzer Zeit brauchbare Informationen .	Acc	Scheisse	Fem	Obl	3.9256317631	Menge	Fem	Sg	Amount	5.093591167	Art	6	4	http://www.worldofgothic.de/spirit/news_1973.htm	357
Seither sind 10 Alben entstanden und es ist eine	Menge kranke Scheiße	passiert .	Nom	Scheisse	Fem	Str	3.9256317631	Menge	Fem	Sg	Amount	5.093591167	Art	3	5	http://katzenhoden.de/	360
Eine	Menge radioaktiven Gases	wurde in das höhlische System frei gesetzt , das dann versiegelt und in Ruhe gelassen wurde .	Nom	Gas	Neut	Gen	4.476744703	Menge	Fem	Sg	Amount	5.093591167	Art	4	2	http://www.demjod.de/kal09.html	397
Aktion im Juli : Kaufe 2 Packungen King Arms BB 's ( 0,20 , 0,25 , 0,28 ) und bekomme eine	Flasche Ultraair Gas	gratis dazu .	Acc	Gas	Neut	?	4.476744703	Flasche	Fem	Sg	Vessel	4.4603294318	Art	7	6	http://www.softairforum.de/beitrag279826.html	416
Danach gab es einen grünen Smoothie aus Mangold , einer Birne und einem Apfel und am Vormittag dann nochmal eine	Tasse grünen Saft	.	Acc	Saft	Masc	Acc	3.9998870688	Tasse	Fem	Sg	Vessel	4.0738356123	Art	7	6	http://www.vegan-sein.de/the-awesomeness-of/1652-entgiftung-der-erste-tag-und-ein-rezept-fur-soba-mit-rohem-gemuse-und-avocadodressing.html	454
Saft pur verträgt Jannes nicht , die Erfahrung musste Günter machen , eine	Flasche puren Saft	und Jannes hatte Durchfall ...	Nom	Saft	Masc	Acc	3.9998870688	Flasche	Fem	Sg	Vessel	4.4603294318	Art	7	4	http://www.hoth-weber.de/category/allgemein/	459
Dann eine	Lage dünnes Leder	über das ganze kleben und auch an den Kanten nach innen umschlagen .	Acc	Leder	Neut	Nomacc	4.1265145348	Lage	Fem	Sg	Layer	5.1271378553	Art	5	3	http://www.inlarp.de/larp-forum/unwissender-15-jaehriger-t1915-s15.html	539
Fleisch enthält eine	Menge wichtiges Eisen	.	Acc	Eisen	Neut	Nomacc	4.128412194	Menge	Fem	Sg	Amount	5.093591167	Art	4	9	http://www.schwangerundkind.de/ernaehrung-mutter.98.html	542
Am besten sollte man auf Klettersteigen gar nicht runterfallen , weil auf dem Weg nach unten eine	Menge solides Eisen	im Weg ist , Klammern , Stifte , die einem alle Knochen brechen und alle Weichteile aufreißen können .	Nom	Eisen	Neut	Nomacc	4.128412194	Menge	Fem	Sg	Amount	5.093591167	Art	6	3	http://www.dav-community.de/invisionboard/lofiversion/index.php/t30578.html	591
In Holland gibt es offenbar eine	Menge altes Eisen	, was dort Angeboten wird .	Acc	Eisen	Neut	Nomacc	4.128412194	Menge	Fem	Sg	Amount	5.093591167	Art	7	4	http://www.motoclub.de/Motoclub%20aktuell/Einkaufsfuhrer/Oldtimer%20Markte/oldtimer%20markte.html	617
Bauern in den USA produzieren Mais zu weitaus geringeren Preisen als ihre Kollegen in Mexiko : Anfang der 1990er Jahre kostete eine	Tonne US-amerikanischer Mais	US$ 110 , eine Tonne mexikanischer Mais US$ 240. Um die einheimischen Bauern vor Billigimporten zu schützen , verhängte die mexikanische Regierung daher lange Zeit Einfuhrbeschränkungen für Mais aus den USA .	Nom	Mais	Masc	Nom	3.8289433197	Tonne	Fem	Sg	Weight	4.4352549304	Art	1	3	http://www.miprox.de/Sonstiges/Die_Liberalisierungsopfer.html	637
Bauern in den USA produzieren Mais zu weitaus geringeren Preisen als ihre Kollegen in Mexiko : Anfang der 1990er Jahre kostete eine Tonne US-amerikanischer Mais US$ 110 , eine	Tonne mexikanischer Mais	US$ 240. Um die einheimischen Bauern vor Billigimporten zu schützen , verhängte die mexikanische Regierung daher lange Zeit Einfuhrbeschränkungen für Mais aus den USA .	Nom	Mais	Masc	Nom	3.8289433197	Tonne	Fem	Sg	Weight	4.4352549304	Art	1	3	http://www.miprox.de/Sonstiges/Die_Liberalisierungsopfer.html	654
Den Schnellfilter habe ich erst wieder seit Kurzem drin und der holt eine	Menge groben Dreck	aus dem Becken .	Acc	Dreck	Masc	Acc	4.1295287739	Menge	Fem	Sg	Amount	5.093591167	Art	7	4	http://www.cichlidenwelt.de/wbb/archive/34594/thread.html	684
Mit der Zeit sammelt sich eine	Schicht schwarzer Dreck	um die Räder , sie beginnen zu humpeln .	Nom	Dreck	Masc	Nom	4.1295287739	Schicht	Fem	Sg	Layer	4.4090264116	Art	5	2	http://alte-modellbahnen.xobor.de/t13161f25-Gleise-galvanisieren.html	688
Crossover nannte man das in den Neunzigern , und da konnte man es gar nicht schnell genug sagen , bevor der Hype einsetzte und eine	Menge belanglosen Dreck	hervorbrachte .	Acc	Dreck	Masc	Acc	4.1295287739	Menge	Fem	Sg	Amount	5.093591167	Art	1	6	http://www.onetake.de/Magazin/index.php?site=6%26content=498%26active=3	694
Es handelt sich eben um eine	Handvoll rechtsextremistischen Müll	.	Acc	Müll	Masc	Acc	4.2370860804	Handvoll	Fem	Sg	Portion	3.6741811628	Art	5	3	http://klarmann.blogsport.de/2010/04/02/rechts-neonazi-aufmarsch-an-karfreitag-in-stolberg/	709
Jedoch in Sacehn Umwelt finde ich ihn nicht so gut , da man doch eine	Menge unnötigen Müll	produziert .	Acc	Müll	Masc	Acc	4.2370860804	Menge	Fem	Sg	Amount	5.093591167	Art	7	4	http://wom.for-me-online.de/de/p/swiffer/2010/08/03/wie-viele-sterne-bekommt-der-swiffer-staubmagnet-von-ihnen/comment-page-1/	734
Natürlich hat B. Kathan damit recht , daß in WWW-Foren ( und die meint er ja wohl ) eine	Menge geistiger Müll	schwappt .	Nom	Müll	Masc	Nom	4.2370860804	Menge	Fem	Sg	Amount	5.093591167	Art	7	3	http://log.netbib.de/archives/2002/08/06/bedrfnisraum-board/	747
Einmal benutzt und dann hat man eine	Menge teuren Müll	...	Acc	Müll	Masc	Acc	4.2370860804	Menge	Fem	Sg	Amount	5.093591167	Art	6	3	http://www.apfelplusz.de/	753
Urplötzlich schiebt sich eine	Lawine akustischen Mülls	unterster Kategorie durch meinen Turban .	Nom	Müll	Masc	Gen	4.2370860804	Lawine	Fem	Sg	Natural	3.2400997456	Art	6	4	http://blog.ff-webdesigner.de/reisen/marokko/sandsturm-in-der-sahara.html	773
Für nur fünf Dollar bekommt man im Restaurant El Chino leckeren Fisch serviert und im Restaurant Taraya , am Südende der Stadt , bezahlt man sogar nur 2,50 Dollar für eine	Portion fritierten Fisch	, 1,50 Dollar für die Guacamole und nur 3,25 für die Portion Tintenfischringe .	Acc	Fisch	Masc	Acc	4.6857936717	Portion	Fem	Sg	Portion	4.0785800561	Art	5	5	http://www.votello.de/reisefuehrer/riviera_maya.html	847
Neben Kartoffeln , Zwiebeln und Sahne ist auch eine	Menge salziger Fisch	drin " , erklärte er augenzwinkernd und schien sich auf den Genuss zu freuen wie ein Kind auf Weihnachten .	Nom	Fisch	Masc	Nom	4.6857936717	Menge	Fem	Sg	Amount	5.093591167	Art	5	4	http://hogwartsonline.de/hp-rostac20.html	851
Die Pferdeskelette waren durch eine	Schicht vulkanischer Asche	konserviert , die Pompeji und die nahegelegene Siedlung Herculaneum bei dem Ausbruch des Vesuvs im Jahr 79 nach Christus unter sich begraben hatte .	Acc	Asche	Fem	Obl	3.899054068	Schicht	Fem	Sg	Layer	4.4090264116	Art	1	4	http://www.scinexx.de/wissen-aktuell-12570-2010-11-16.html	902
Der Feuerschein blieb allerdings in größerer Entfernung , wieder brach Finsternis herein , und wieder fiel eine	Menge schwerer Asche	.	Nom	Asche	Fem	Obl	3.899054068	Menge	Fem	Sg	Amount	5.093591167	Art	7	3	http://pompeji.digitalimagecorp.de/pli2d.htm	907
Ich stehe an der Theke Wo so viele Lichter verloschen sind Etwas in mir ist aufgewühlt Eine	Schicht kalte Asche	Was war unsere Aufgabe ?	Nom	Asche	Fem	Str	3.899054068	Schicht	Fem	Sg	Layer	4.4090264116	Art	7	3	http://www.schindlerandreas.de/Omega/omegaxvdetails.html	913
Man forderte für eine	Handvoll gemeinsamer Asche	Geld , und später düngte man damit die umliegenden Felder .	Acc	Asche	Fem	Obl	3.899054068	Handvoll	Fem	Sg	Portion	3.6741811628	Art	2	3	http://www.friedenskooperative.de/themen/akt01-36.htm	935
Der Bolzplatz hat nun eine	Schicht rote Asche	!	Acc	Asche	Fem	Str	3.899054068	Schicht	Fem	Sg	Layer	4.4090264116	Art	7	5	http://www.mettmann.de/kinder/schumannstrasse.php	948
Oder lieber eine	Tasse heiße Schokolade	?	Nom	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	7	8	http://www.dresdnerblaettl.de/2001/06/01060501.htm	973
Pralinen und eine	Tasse heiße Schokolade	versüßen Ihnen diese Momente auch von innen .	Nom	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	5	10	http://www.kneipp.de/de/service/kneipp_fuer_mich_in_rottendorf/anwendungen_fuer_den_koerper.html	974
Von nun an wolle er ihr jeden Morgen " eine	Tasse heiße Schokolade	ans Bett bringen , wie jeder treue Ehemann es tun sollte " .	Acc	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	3	4	http://www.capetown-online.de/pressestimmen/pressestimmen-2010/-juli-2010/145-juli-2010.html	978
Moechten sie auch eine	Tasse heisse Schokolade	?	Acc	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	7	3	http://www.ussmirage.de/Spiel/Miss_M02/kap07.php	984
Menschen , die in den Supermarkt hasten , um sich mit Lebensmitteln einzudecken , sitzen nun zu Hause vor dem Kamin , eine	Tasse heißer Schokolade	in den Händen und sehen den fallenden Schneeflocken zu .	Acc	Schokolade	Fem	Obl	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	4	1	http://americanpost.blogage.de/	987
" Früher gingen wir zum Weihnachtsliedersingen rüber und haben eine	Tasse heiße Schokolade	bekommen " , sagt ein Anwohner .	Acc	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	4	7	http://daserste.ndr.de/royalty/niederlande/beatrixumzug101.html	988
Von wegen Verträglichkeit ... ein bißchen Richtung Verstopfung hin ... aber nicht wirklich ( nur wenn ich eine	Tafel schwarze Schokolade	gleichzeitig verputze - konnte ich vorher ohne Probleme , aber das soll ich ja auch aus anderen Gründen besser lassen ) .	Acc	Schokolade	Fem	Str	4.0753644464	Tafel	Fem	Sg	Portion	4.1996290381	Art	6	3	http://www.ht-mb.de/forum/archive/index.php/t-1032461.html	1010
Schoggo-TV bietet Clemens Kuby hiermit eine	Tafel handelsüblicher Schokolade	aus einem deutschen Billig-Discounter für die beiden Fälle , ...	Acc	Schokolade	Fem	Obl	4.0753644464	Tafel	Fem	Sg	Portion	4.1996290381	Art	3	2	http://blog.schoggo-tv.de/2007/08/17/geistheiler-schamanen-und-spontanheilung-clemens-kuby/	1019
Für einen Moment konnte sie Franzi damit sogar anstecken , die sich ein Glas Rotwein einschenkte und eine	Tafel feinster Schokolade	aus dem Schrank zog .	Acc	Schokolade	Fem	Obl	4.0753644464	Tafel	Fem	Sg	Portion	4.1996290381	Art	7	3	http://notrufhafenkante-ig.de/board83-notruf-hafenkante-fanarts/board92-fanfictionecke/board101-beendet/1534-drei-starke-frauen/index7.html	1030
Kochen , Abendessen , dann eine	Tasse heiße Schokolade	( ein isländischer Klassiker für Hüttenabende ) , Lektüre und Eintrag im " Gestabók " der Hütte .	Nom	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	6	2	http://www.isafold.de/kjolur97/tag_04.htm	1049
Immer hin enthält eine	Tafel weiße Schokolade	550 und eine Tafel Milchschokolade 530 Kalorien .	Nom	Schokolade	Fem	Str	4.0753644464	Tafel	Fem	Sg	Portion	4.1996290381	Art	6	4	http://www.medizinauskunft.de/artikel/gesund/Essen_Trinken/16_11_schokolade_blutgerinnsel.php	1052
Eine Dame von Adel , deren Ehre er empfindlich verletzt haben soll , setzte ihm eine	Tasse vergifteter Schokolade	vor .	Acc	Schokolade	Fem	Str	4.0753644464	Tasse	Fem	Sg	Vessel	4.0738356123	Art	5	5	http://www.seniorinnen.ch/ph/heinz/Seite%206.html	1059
Dagegen beobachte ich ihn , wie er eine	Scheibe dunkles Brot	nimmt , darauf eine Schicht Nutella streicht und oben drauf eine Scheibe Käse legt .	Acc	Brot	Neut	Nomacc	4.4563629961	Scheibe	Fem	Sg	Portion	4.5525489817	Art	7	3	http://www.gilmoregirls.de/forum/archive/index.php/t-10905.html	1070
Zwiebeln halten sich wunderbar lange wenn man eine	scheibe trockenes Brot	bei die Zwiebeln legt , kann monate beiliegen !!	Acc	Brot	Neut	Nomacc	4.4563629961	Scheibe	Fem	Sg	Portion	4.5525489817	Art	6	7	http://gaertnerblog.de/blog/2009/knoblauch-treibt-aus/	1076
Das Herz seiner Jünger höher schlagen lässt auch eine	Scheibe frischen Brotes	mit Butter , Salz und Bärlauchstreifen .	Nom	Brot	Neut	Gen	4.4563629961	Scheibe	Fem	Sg	Portion	4.5525489817	Art	2	4	http://www.webheimat.de/Ernaehrung/Baerlauch-Doppelgaenger.html	1109
Schließlich gab 's mit umgeschnalltem Halti eine	Scheibe trockenes Brot	und ich hab 's direkt nachdem Lani die letzten Krümel vernichtet hatte wieder ausgezogen .	Acc	Brot	Neut	Nomacc	4.4563629961	Scheibe	Fem	Sg	Portion	4.5525489817	Art	7	5	http://www.4pfoten-2beine.de/forum/archive/index.php/t-5974.html	1116
Aus 100 Mark haben sie 50 Euro gemacht , aber eine	Packung geschnittenes Brot	kostet statt 0,99 DM jetzt 0,69 Euro und enthält zwei Scheiben weniger ...	Nom	Brot	Neut	Nomacc	4.4563629961	Packung	Fem	Sg	Unit	3.8937395753	Art	5	2	http://www.andy-claus.de/andy_claus_gross/politik/allgemein.htm	1122
Auf die Bemerkungen der ZK-Mitglieder , dass der Preis für eine	Tonne gebackenes Brot	in Anbetracht der zusätzlichen Kosten für das Mahlen und Backen höher sein muss als der Preis für eine Tonne Getreide , dass Baumwolle überhaupt viel teurer ist als Getreide , wovon auch die Weltmarktpreise für Baumwolle und Getreide zeugen , konnten die Verfasser des Vorschlags nichts Vernünftiges sagen .	Acc	Brot	Neut	Nomacc	4.4563629961	Tonne	Fem	Sg	Weight	4.4352549304	Art	0	1	http://www.kommunistische-initiative.de/m-l/theorie/697-okonomische-probleme-des-sozialismus-in-der-udssr.html	1126
Als Abendessen waren erneut eine	Scheibe trockenes Brot	mit einem bisschen Marmelade vorgesehen , doch diesmal gab es Kräutertee dazu .	Nom	Brot	Neut	Nomacc	4.4563629961	Scheibe	Fem	Sg	Portion	4.5525489817	Art	2	2	http://leibniz-ps.bildung-rp.de/Fachbereiche/Geschichte/htm/exkursionen.html	1142
Neben dem normalen Futter bekommen sie Keimfutter , Kräcker , Hirse ( aber die nur zum clickern ) , Grünzeug ( Vogelmire , selbstgezüchtetes Vogelgrün ) , hin und wieder mal Obst und sie haben immer eine	Scheibe trockenes Brot	im Käfig hängen .	Acc	Brot	Neut	Nomacc	4.4563629961	Scheibe	Fem	Sg	Portion	4.5525489817	Art	7	4	http://www.nymphensittichwelt.de/vbulletin/archive/index.php/t-4798.html	1159
Später am Abend bekamen wir eine	Tasse kalte Milch	.	Acc	Milch	Fem	Str	4.3806091626	Tasse	Fem	Sg	Vessel	4.0738356123	Art	7	4	http://www.europas-mitte.de/Ankunft%20und%20Empfang.htm	1203
Trockener Reizhusten wird durch eine	Tasse warmer Milch	mit Honig gelindert .	Acc	Milch	Fem	Obl	4.3806091626	Tasse	Fem	Sg	Vessel	4.0738356123	Art	4	10	http://symptomat.de/Hausmittel_gegen_Husten	1226
" Das kleine Mädchen kommt herein und bringt mir eine	Tasse heiße Milch	mit Zwieback .	Acc	Milch	Fem	Str	4.3806091626	Tasse	Fem	Sg	Vessel	4.0738356123	Art	7	5	http://www.frauenbund-bayern.de/themen/pflege/fallgeschichte-3.html	1247
Da passiert es , dass doch tatsächlich eine	Menge nackter Haut	frei gelegt wird und der ein oder andere Zuschauer bereits in Ohnmacht fällt .	Nom	Haut	Fem	Obl	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Art	4	10	http://www.zavatar.de/details.php?id=13292	1308
Frage mich wie die das machen , denn sie zeigen eigentlich eine	Menge grüne Haut	.	Acc	Haut	Fem	Str	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Art	9	7	http://www.kakteenforum.de/archive/index.php/t-6259.html	1323
Neben eine	Menge nackter Haut	ist nicht zuletzt das Thema " Wer mit wem ?	Dat	Haut	Fem	Obl	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Art	3	8	http://www.pressefux.de/tag/ratgeber-2/	1339
Unsere beiden Kater bekommen alle 2 - 5 Tage eine	Portion rohes Fleisch	.	Acc	Fleisch	Neut	Nomacc	4.603079386	Portion	Fem	Sg	Portion	4.0785800561	Art	6	5	http://www.frank-peine.de/Katze/salemundfloyd/ernaehrung1.htm	1423
Unsere Katzen bekommen ausschließlich 5 Sorten Nassfutter einer Marke und alle paar Tage eine	Portion rohes Fleisch	zwecks Zahnreinigung und Training der Kaumuskulatur .	Acc	Fleisch	Neut	Nomacc	4.603079386	Portion	Fem	Sg	Portion	4.0785800561	Art	6	5	http://www.frank-peine.de/Katze/salemundfloyd/ernaehrung1.htm	1447
Der englische collops ist heute noch eine	Scheibe gebratenes Fleisch	.	Nom	Fleisch	Neut	Nomacc	4.603079386	Scheibe	Fem	Sg	Portion	4.5525489817	Art	5	1	http://petrafoede.de/blog/page/11/	1465
Zusätzlich gebe ich alle 1 - 2 Tage eine	Portion frisches Fleisch	als Leckerlie und zur Zahnpflege .	Acc	Fleisch	Neut	Nomacc	4.603079386	Portion	Fem	Sg	Portion	4.0785800561	Art	6	6	http://www.katzen-forum.de/nassfutter/37011-maekelei-and-umstellung-futters-2.html	1466
Wer schlau und modern heizt , kann jährlich eine	Menge bares Geld	sparen .	Acc	Geld	Neut	Nomacc	5.4468172867	Menge	Fem	Sg	Amount	5.093591167	Art	3	5	http://www.sparen-weblog.de/	1474
In den Schüsseln liegt eine	Menge öffentliches Geld	.	Nom	Geld	Neut	Nomacc	5.4468172867	Menge	Fem	Sg	Amount	5.093591167	Art	5	2	http://www.kinderwarte.de/	1478
